Avg. driving score,67.038
Avg. route completion,82.915
Avg. infraction penalty,0.817
Collisions with pedestrians,0.158
Collisions with vehicles,0.9880000000000001
Collisions with layout,0.148
Red lights infractions,0.261
Stop sign infractions,0.0
Off-road infractions,1.796
Route deviations,0.0
Route timeouts,1.595
Agent blocked,2.796
""
route,town,weather,daytime,score mean,score std,completion mean,completion std,duration mean,duration std,length mean,length std,collisions_layout mean,collisions_layout std,collisions_pedestrian mean,collisions_pedestrian std,collisions_vehicle mean,collisions_vehicle std,outside_route_lanes mean,outside_route_lanes std,red_light mean,red_light std,route_dev mean,route_dev std,route_timeout mean,route_timeout std,stop_infraction mean,stop_infraction std,vehicle_blocked mean,vehicle_blocked std
RouteScenario_0,Town01,HardRain,Twilight,36.0,0.0,100.0,0.0,449.25000669434667,0.0,141.4213562373095,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RouteScenario_1,Town01,Clear,Sunset,100.0,0.0,100.0,0.0,437.70000652223825,0.0,141.4213562373095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RouteScenario_10,Town02,MidRain,Sunset,100.0,0.0,100.0,0.0,486.3000072464347,0.0,141.42137781649595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RouteScenario_11,Town02,SoftRain,Twilight,60.0,0.0,100.0,0.0,352.25000524893403,0.0,141.42137781649595,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RouteScenario_12,Town03,MidRain,Noon,100.0,0.0,100.0,0.0,139.05000207200646,0.0,141.4213542142608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RouteScenario_13,Town03,Clear,Twilight,57.660992014569565,0.0,57.660992014569565,0.0,254.05000378564,0.0,141.4213542142608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RouteScenario_14,Town03,HardRain,Dawn,100.0,0.0,100.0,0.0,139.0000020712614,0.0,141.4213542142608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RouteScenario_15,Town03,HardRain,Night,6.812733793797824,0.0,6.812733793797824,0.0,360.0500053651631,0.0,141.42135893470783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RouteScenario_16,Town03,WetCloudy,Noon,6.812733793797824,0.0,6.812733793797824,0.0,197.45000294223428,0.0,141.42135893470783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RouteScenario_17,Town03,Cloudy,Dawn,6.266569833858353,0.0,7.293530731240457,0.0,264.2000039368868,0.0,141.42135893470783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RouteScenario_18,Town04,WetCloudy,Dawn,60.0,0.0,100.0,0.0,1510.0000225007534,0.0,141.4213562373095,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RouteScenario_19,Town04,SoftRain,Morning,57.567758285539746,0.0,57.567758285539746,0.0,462.25000688806176,0.0,141.4213562373095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RouteScenario_2,Town01,Wet,Night,29.485115942700247,0.0,29.485115942700247,0.0,270.6500040329993,0.0,141.4213562373095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RouteScenario_20,Town04,SoftRain,Sunset,57.567758285539746,0.0,57.567758285539746,0.0,461.3500068746507,0.0,141.4213562373095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RouteScenario_21,Town04,WetCloudy,Morning,100.0,0.0,100.0,0.0,78.60000117123127,0.0,141.421350842513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RouteScenario_22,Town04,Clear,Morning,100.0,0.0,100.0,0.0,80.10000119358301,0.0,141.421350842513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RouteScenario_23,Town04,MidRain,Night,100.0,0.0,100.0,0.0,129.1000019237399,0.0,141.421350842513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
